Имя объекта;Тип объекта;Синоним;Файл
Константа.ИспользованиеКаталогаРасширенийВМоделиСервиса;Константа;Використання каталогу розширень в моделі сервісу;Константа_ИспользованиеКаталогаРасширенийВМоделиСервиса.md
Константа.ИспользоватьАвтоматическоеВыставлениеСчетовДляОплатыСервиса;Константа;Використовувати автоматичне виставлення рахунків для оплати сервісу;Константа_ИспользоватьАвтоматическоеВыставлениеСчетовДляОплатыСервиса.md
Константа.ИспользоватьАвтономнуюРаботуВМоделиСервиса;Константа;Використовувати автономну роботу в моделі сервісу;Константа_ИспользоватьАвтономнуюРаботуВМоделиСервиса.md
Константа.ИспользоватьАктыВыполненныхРабот;Константа;Використовувати акти виконаних робіт;Константа_ИспользоватьАктыВыполненныхРабот.md
Константа.ИспользоватьАнализБизнеса;Константа;Використовувати аналіз бізнесу;Константа_ИспользоватьАнализБизнеса.md
Константа.ИспользоватьАналогиНоменклатуры;Константа;Використовувати аналоги номенклатури;Константа_ИспользоватьАналогиНоменклатуры.md
Константа.ИспользоватьБанкИКассу;Константа;Використовувати банк та касу;Константа_ИспользоватьБанкИКассу.md
Константа.ИспользоватьБанковскиеСчета;Константа;Використовувати банківські рахунки;Константа_ИспользоватьБанковскиеСчета.md
Константа.ИспользоватьБиллинг;Константа;Використовувати білінг;Константа_ИспользоватьБиллинг.md
Константа.ИспользоватьВерсионированиеОбъектов;Константа;Використовувати версіонування об`єктів;Константа_ИспользоватьВерсионированиеОбъектов.md
Константа.ИспользоватьВидеоматериалы;Константа;Використовувати відеоматеріали;Константа_ИспользоватьВидеоматериалы.md
Константа.ИспользоватьВидыЗаказНарядов;Константа;Використовувати види замовлень-нарядів;Константа_ИспользоватьВидыЗаказНарядов.md
Константа.ИспользоватьВидыЗаказовПокупателей;Константа;Використовувати види замовлень покупців;Константа_ИспользоватьВидыЗаказовПокупателей.md
Константа.ИспользоватьВидыЦен;Константа;Використовувати види цін;Константа_ИспользоватьВидыЦен.md
Константа.ИспользоватьВнешнихПользователей;Константа;Використовувати зовнішніх користувачів;Константа_ИспользоватьВнешнихПользователей.md
Константа.ИспользоватьВозвратИзЭксплуатации;Константа;Використовувати повернення з експлуатації;Константа_ИспользоватьВозвратИзЭксплуатации.md
Константа.ИспользоватьВыгрузкуВСводноеПриложение;Константа;Використовувати вивантаження в зведений додаток;Константа_ИспользоватьВыгрузкуВСводноеПриложение.md
Константа.ИспользоватьГруппыВнешнихПользователей;Константа;Використовувати групи зовнішніх користувачів;Константа_ИспользоватьГруппыВнешнихПользователей.md
Константа.ИспользоватьГруппыДоступаКонтрагентов;Константа;Використовувати групи доступу контрагентів;Константа_ИспользоватьГруппыДоступаКонтрагентов.md
Константа.ИспользоватьГруппыДоступаЛидов;Константа;Використовувати групи доступу лідів;Константа_ИспользоватьГруппыДоступаЛидов.md
Константа.ИспользоватьГруппыМагазины;Константа;Використовувати групи магазини;Константа_ИспользоватьГруппыМагазины.md
Константа.ИспользоватьГруппыПользователей;Константа;Використовувати групи користувачів;Константа_ИспользоватьГруппыПользователей.md
Константа.ИспользоватьДатыЗапретаЗагрузки;Константа;Використовувати дати заборони завантаження;Константа_ИспользоватьДатыЗапретаЗагрузки.md
Константа.ИспользоватьДатыЗапретаИзменения;Константа;Використовувати дати заборони зміни;Константа_ИспользоватьДатыЗапретаИзменения.md
Константа.ИспользоватьДифференциальноеРезервноеКопирование;Константа;Використовувати диференціальне резервне копіювання;Константа_ИспользоватьДифференциальноеРезервноеКопирование.md
Константа.ИспользоватьДоговорыКонтрагентов;Константа;Використовувати договори контрагентів;Константа_ИспользоватьДоговорыКонтрагентов.md
Константа.ИспользоватьДокументПеремещение;Константа;Використовувати документ переміщення;Константа_ИспользоватьДокументПеремещение.md
Константа.ИспользоватьДополнительныеОтчетыИОбработки;Константа;Використовувати додаткові звіти й обробки;Константа_ИспользоватьДополнительныеОтчетыИОбработки.md
Константа.ИспользоватьДополнительныеРеквизитыИСведения;Константа;Використовувати додаткові реквізити й відомості;Константа_ИспользоватьДополнительныеРеквизитыИСведения.md
Константа.ИспользоватьДополнительныйЯзык1;Константа;Використовувати додаткову мову1;Константа_ИспользоватьДополнительныйЯзык1.md
Константа.ИспользоватьДополнительныйЯзык2;Константа;Використовувати додаткову мову2;Константа_ИспользоватьДополнительныйЯзык2.md
Константа.ИспользоватьЗагрузкуЭлектроннойПочты;Константа;Використовувати завантаження електронної пошти;Константа_ИспользоватьЗагрузкуЭлектроннойПочты.md
Константа.ИспользоватьЗаданияНаРаботу;Константа;Використовувати завдання на роботу;Константа_ИспользоватьЗаданияНаРаботу.md
Константа.ИспользоватьЗадачиСотрудников;Константа;Використовувати завдання співробітників;Константа_ИспользоватьЗадачиСотрудников.md
Константа.ИспользоватьЗаменуТоваров;Константа;Використовувати заміну товарів;Константа_ИспользоватьЗаменуТоваров.md
Константа.ИспользоватьЗапретПродаж;Константа;Використовувати заборону продажів;Константа_ИспользоватьЗапретПродаж.md
Константа.ИспользоватьИнтеграциюСИнтернетМагазином;Константа;Використовувати обмін інтернет магазинами;Константа_ИспользоватьИнтеграциюСИнтернетМагазином.md
Константа.ИспользоватьИнтеграциюССистемойВзаимодействия;Константа;Використовувати інтеграцію із системою взаємодії;Константа_ИспользоватьИнтеграциюССистемойВзаимодействия.md
Константа.ИспользоватьИсточникиПривлечения;Константа;Використовувати джерела залучення;Константа_ИспользоватьИсточникиПривлечения.md
Константа.ИспользоватьКалендариСотрудников;Константа;Використовувати календарі працівників;Константа_ИспользоватьКалендариСотрудников.md
Константа.ИспользоватьКонтрольТарификации;Константа;Використовувати контроль тарифікації;Константа_ИспользоватьКонтрольТарификации.md
Константа.ИспользоватьКорректировкиПоступлений;Константа;Використовувати коригування надходженнь;Константа_ИспользоватьКорректировкиПоступлений.md
Константа.ИспользоватьКорректировкиРеализаций;Константа;Використовувати коригування реалізацій;Константа_ИспользоватьКорректировкиРеализаций.md
Константа.ИспользоватьМаршрутныеЛисты;Константа;Використовувати маршрутні листи;Константа_ИспользоватьМаршрутныеЛисты.md
Константа.ИспользоватьМассовыеРассылкиИнтеграция;Константа;Використовувати масові розсилки інтеграція;Константа_ИспользоватьМассовыеРассылкиИнтеграция.md
Константа.ИспользоватьМобильнуюТелефонию;Константа;(не використовується) Використовувати мобільну телефонію;Константа_ИспользоватьМобильнуюТелефонию.md
Константа.ИспользоватьНаложенныеПлатежиСервисДоставки;Константа;Використовувати післяплату;Константа_ИспользоватьНаложенныеПлатежиСервисДоставки.md
Константа.ИспользоватьНапоминанияПользователя;Константа;Використовувати нагадування;Константа_ИспользоватьНапоминанияПользователя.md
Константа.ИспользоватьНесколькоВариантовКП;Константа;Використовувати декілька варіантів КП;Константа_ИспользоватьНесколькоВариантовКП.md
Константа.ИспользоватьНесколькоОрганизаций;Константа;Використовувати декілька організацій;Константа_ИспользоватьНесколькоОрганизаций.md
Константа.ИспользоватьНесколькоПроизводственныхКалендарей;Константа;Використовувати декілька виробничих календарів;Константа_ИспользоватьНесколькоПроизводственныхКалендарей.md
Константа.ИспользоватьНеуникальныеШтрихКоды;Константа;Використовувати неунікальні штрихкоди;Константа_ИспользоватьНеуникальныеШтрихКоды.md
Константа.ИспользоватьНовоеРМК;Константа;Використовувати нове РМК;Константа_ИспользоватьНовоеРМК.md
Константа.ИспользоватьОбменСGoogleCalendar;Константа;Використовувати обмін із google calendar;Константа_ИспользоватьОбменСGoogleCalendar.md
Константа.ИспользоватьОбменСПодключаемымОборудованиемOffline;Константа;Використовувати обмін з торговим обладнанням offline;Константа_ИспользоватьОбменСПодключаемымОборудованиемOffline.md
Константа.ИспользоватьОбщиеНастройкиВходаПользователейСервиса;Константа;Використовувати загальні налаштування входу користувачів сервісу;Константа_ИспользоватьОбщиеНастройкиВходаПользователейСервиса.md
Константа.ИспользоватьОптимизированнуюЗаписьСозданияАвтономногоРабочегоМеста;Константа;Використовувати оптимізований запис створення автономного робочого місця;Константа_ИспользоватьОптимизированнуюЗаписьСозданияАвтономногоРабочегоМеста.md
Константа.ИспользоватьОтправкуSMSВШаблонахСообщений;Константа;Використовувати відправку SMS в шаблонах повідомлень;Константа_ИспользоватьОтправкуSMSВШаблонахСообщений.md
Константа.ИспользоватьПередачуВЭксплуатацию;Константа;Використовувати передачу в експлуатацію;Константа_ИспользоватьПередачуВЭксплуатацию.md
Константа.ИспользоватьПодсистемуCRM;Константа;Використовувати підсистему CRM;Константа_ИспользоватьПодсистемуCRM.md
Константа.ИспользоватьПодсистемуДеньги;Константа;Використовувати підсистему Кошти;Константа_ИспользоватьПодсистемуДеньги.md
Константа.ИспользоватьПодсистемуЗакупки;Константа;Використовувати підсистему Закупівлі;Константа_ИспользоватьПодсистемуЗакупки.md
Константа.ИспользоватьПодсистемуКомпания;Константа;Використовувати підсистему Компанія;Константа_ИспользоватьПодсистемуКомпания.md
Константа.ИспользоватьПодсистемуНастройки;Константа;Використовувати підсистему Налаштування;Константа_ИспользоватьПодсистемуНастройки.md
Константа.ИспользоватьПодсистемуПродажи;Константа;Використовувати підсистему Продажі;Константа_ИспользоватьПодсистемуПродажи.md
Константа.ИспользоватьПодсистемуСклад;Константа;Використовувати підсистему Склад;Константа_ИспользоватьПодсистемуСклад.md
Константа.ИспользоватьПолнотекстовыйПоиск;Константа;Використовувати повнотекстовий пошук;Константа_ИспользоватьПолнотекстовыйПоиск.md
Константа.ИспользоватьПрисоединенныеФайлы;Константа;Використовувати приєднані файли;Константа_ИспользоватьПрисоединенныеФайлы.md
Константа.ИспользоватьПрофилиБезопасностиДляДОО;Константа;Використовувати профілі безпеки для додаткових звітів і обробок;Константа_ИспользоватьПрофилиБезопасностиДляДОО.md
Константа.ИспользоватьПрофилиБезопасностиДляРасширений;Константа;Використовувати профілі безпеки для розширень;Константа_ИспользоватьПрофилиБезопасностиДляРасширений.md
Константа.ИспользоватьРазделениеПоОбластямДанных;Константа;Використовувати розподіл по областях даних;Константа_ИспользоватьРазделениеПоОбластямДанных.md
Константа.ИспользоватьРаспределениеЗатрат;Константа;Використовувати розподіл витрат;Константа_ИспользоватьРаспределениеЗатрат.md
Константа.ИспользоватьРассрочкуПлатежаВЧекахККМ;Константа;Використовувати розстрочку платежу у чеках ККМ;Константа_ИспользоватьРассрочкуПлатежаВЧекахККМ.md
Константа.ИспользоватьРасчетФинансовогоРезультата;Константа;Використовувати розрахунок фінансового результату;Константа_ИспользоватьРасчетФинансовогоРезультата.md
Константа.ИспользоватьРемонты;Константа;Використовувати ремонти;Константа_ИспользоватьРемонты.md
Константа.ИспользоватьРучноеРаспределениеМатериаловПоУмолчанию;Константа;Використовувати ручний розподіл матеріалів за замовчуванням;Константа_ИспользоватьРучноеРаспределениеМатериаловПоУмолчанию.md
Константа.ИспользоватьСегментыНоменклатуры;Константа;Використовувати сегменти номенклатури;Константа_ИспользоватьСегментыНоменклатуры.md
Константа.ИспользоватьСервисЛояльности;Константа;Використовувати сервіс лояльності;Константа_ИспользоватьСервисЛояльности.md
Константа.ИспользоватьСервисПереводаТекста;Константа;Використовувати сервіс перекладу тексту;Константа_ИспользоватьСервисПереводаТекста.md
Константа.ИспользоватьСерииНоменклатуры;Константа;Використовувати серії номенклатури;Константа_ИспользоватьСерииНоменклатуры.md
Константа.ИспользоватьСинхронизациюДанных;Константа;Використовувати синхронізацію даних;Константа_ИспользоватьСинхронизациюДанных.md
Константа.ИспользоватьСинхронизациюДанныхВЛокальномРежиме;Константа;Використовувати синхронізацію даних в локальному режимі;Константа_ИспользоватьСинхронизациюДанныхВЛокальномРежиме.md
Константа.ИспользоватьСинхронизациюДанныхВМоделиСервиса;Константа;Використовувати синхронізацію даних в моделі сервісу;Константа_ИспользоватьСинхронизациюДанныхВМоделиСервиса.md
Константа.ИспользоватьСинхронизациюДанныхВМоделиСервисаСЛокальнойПрограммой;Константа;Використовувати синхронізацію даних в моделі сервісу з локальною програмою;Константа_ИспользоватьСинхронизациюДанныхВМоделиСервисаСЛокальнойПрограммой.md
Константа.ИспользоватьСинхронизациюДанныхВМоделиСервисаСПриложениемВИнтернете;Константа;Використовувати синхронізацію даних в моделі сервісу з додатком в Інтернет;Константа_ИспользоватьСинхронизациюДанныхВМоделиСервисаСПриложениемВИнтернете.md
Константа.ИспользоватьСкрытиеПерсональныхДанныхСубъектов;Константа;Використовувати приховування персональних даних суб`єктів;Константа_ИспользоватьСкрытиеПерсональныхДанныхСубъектов.md
Константа.ИспользоватьСобытия;Константа;Використовувати події;Константа_ИспользоватьСобытия.md
Константа.ИспользоватьСписаниеНаРасходы;Константа;Використовувати списання на витрати;Константа_ИспользоватьСписаниеНаРасходы.md
Константа.ИспользоватьТолькоНовыйРМК;Константа;Використовувати лише нове РМК;Константа_ИспользоватьТолькоНовыйРМК.md
Константа.ИспользоватьУдалениеПомеченныхОбъектов;Константа;Використовувати вилучення помічених об`єктів;Константа_ИспользоватьУдалениеПомеченныхОбъектов.md
Константа.ИспользоватьУправлениеЗапасами;Константа;Використовувати управління запасами;Константа_ИспользоватьУправлениеЗапасами.md
Константа.ИспользоватьУчетОригиналовПервичныхДокументов;Константа;Використовувати облік оригіналів первинних документів;Константа_ИспользоватьУчетОригиналовПервичныхДокументов.md
Константа.ИспользоватьФинансовыеОперации;Константа;Використовувати фінансові операції;Константа_ИспользоватьФинансовыеОперации.md
Константа.ИспользоватьФормуВиджетаНаНачальнойСтранице;Константа;Використовувати форму віджету на початковій сторінці;Константа_ИспользоватьФормуВиджетаНаНачальнойСтранице.md
Константа.ИспользоватьФормуИнформационногоЦентра;Константа;Використовувати форму інформаційного центру;Константа_ИспользоватьФормуИнформационногоЦентра.md
Константа.ИспользоватьЧатботов;Константа;Використовувати чатботів;Константа_ИспользоватьЧатботов.md
Константа.ИспользоватьЧатВОбсуждениях;Константа;Використовувати чат в історії об`єктів;Константа_ИспользоватьЧатВОбсуждениях.md
Константа.ИспользоватьШаблоныПечатиОфисныхДокументов;Константа;Використовувати шаблони КП та договорів;Константа_ИспользоватьШаблоныПечатиОфисныхДокументов.md
Константа.ИспользоватьШаблоныСообщений;Константа;Використовувати шаблони повідомлень;Константа_ИспользоватьШаблоныСообщений.md
Константа.ИспользоватьШифрование;Константа;Використовувати шифрування;Константа_ИспользоватьШифрование.md
Константа.ИспользоватьШтрихкодированиеПечатныхФормОбъектов;Константа;Використовувати штрихкодування друкованих форм об`єктів;Константа_ИспользоватьШтрихкодированиеПечатныхФормОбъектов.md
Константа.ИспользоватьЭлектроннуюПодписьВМоделиСервиса;Константа;Використовувати електронний підпис в моделі сервісу;Константа_ИспользоватьЭлектроннуюПодписьВМоделиСервиса.md
Константа.ИспользоватьЭлектроннуюПочтуВШаблонахСообщений;Константа;Використовувати електронну пошту в шаблонах повідомлень;Константа_ИспользоватьЭлектроннуюПочтуВШаблонахСообщений.md
Константа.ИспользоватьЭлектронныеПодписи;Константа;Використовувати електронні підписи;Константа_ИспользоватьЭлектронныеПодписи.md
Константа.ИспользуетсяМиграцияПриложений;Константа;Використовується міграція додатків;Константа_ИспользуетсяМиграцияПриложений.md
Константа.ИспользуютсяПрофилиБезопасности;Константа;Використовуються профілі безпеки;Константа_ИспользуютсяПрофилиБезопасности.md
Константа.КаталогВременныхФайловДляLinux;Константа;Каталог тимчасових файлів для linux;Константа_КаталогВременныхФайловДляLinux.md
Константа.КаталогВременныхФайловДляWindows;Константа;Каталог тимчасових файлів для windows;Константа_КаталогВременныхФайловДляWindows.md
Константа.КаталогОбменаФайламиВМоделиСервиса;Константа;Каталог обміну файлами в моделі сервісу;Константа_КаталогОбменаФайламиВМоделиСервиса.md
Константа.КаталогОбменаФайламиВМоделиСервисаLinux;Константа;Каталог обміну файлами в моделі сервісу Linux;Константа_КаталогОбменаФайламиВМоделиСервисаLinux.md
Константа.КаталогРасширенийКоличествоЭлементовВВыборке;Константа;Максимальна кількість елементів на сторінці каталогу розширень;Константа_КаталогРасширенийКоличествоЭлементовВВыборке.md
Константа.КаталогРасширенийОтправлятьПревьюПриЗапросеСписка;Константа;Відображати зображення в каталозі розширень;Константа_КаталогРасширенийОтправлятьПревьюПриЗапросеСписка.md
Константа.КаталогСообщенийОбменаДаннымиДляLinux;Константа;Каталог повідомлень синхронізації для Linux;Константа_КаталогСообщенийОбменаДаннымиДляLinux.md
Константа.КаталогСообщенийОбменаДаннымиДляWindows;Константа;Каталог повідомлень синхронізації для Windows;Константа_КаталогСообщенийОбменаДаннымиДляWindows.md
Константа.КлассификаторОшибокКриптографии;Константа;Класифікатор помилок криптографії;Константа_КлассификаторОшибокКриптографии.md
Константа.КлючОбластиДанных;Константа;Ключ області даних;Константа_КлючОбластиДанных.md
Константа.КоличествоДнейРасчетаДатыОтгрузки;Константа;Кількість днів для розрахунку дати відвантаження;Константа_КоличествоДнейРасчетаДатыОтгрузки.md
Константа.КоличествоЗамеровВПакетеЭкспорта;Константа;Кількість вимірів в пакеті експорту;Константа_КоличествоЗамеровВПакетеЭкспорта.md
Константа.КоличествоМесяцевОчисткиВложенийЭлектронныхПисем;Константа;Кількість місяців очищення вкладень електронних листів;Константа_КоличествоМесяцевОчисткиВложенийЭлектронныхПисем.md
Константа.КоличествоПотоковДлительныхОпераций;Константа;Кількість прихід;Константа_КоличествоПотоковДлительныхОпераций.md
Константа.КоличествоПотоковОбновленияДоступа;Константа;Кількість потоків оновлення доступу;Константа_КоличествоПотоковОбновленияДоступа.md
Константа.КоличествоПотоковОбновленияИнформационнойБазы;Константа;Кількість потоків оновлення інформаційної бази;Константа_КоличествоПотоковОбновленияИнформационнойБазы.md
Константа.КоличествоЭлементовВТранзакцииЗагрузкиДанных;Константа;Кількість елементів у транзакції завантаження даних;Константа_КоличествоЭлементовВТранзакцииЗагрузкиДанных.md
Константа.Компания;Константа;Компанія;Константа_Компания.md
Константа.КонечнаяТочкаМенеджераСервиса;Константа;Кінцева точка менеджера сервісу;Константа_КонечнаяТочкаМенеджераСервиса.md
Константа.КонтактнаяИнформацияТоварногоЧека;Константа;Контактна інформація товарного чека;Константа_КонтактнаяИнформацияТоварногоЧека.md
Константа.КонтрагентДляПодарочныхСертификатов;Константа;Контрагент для подарункових сертифікатів;Константа_КонтрагентДляПодарочныхСертификатов.md
Константа.КонтролироватьОстаткиПриПробитииЧековККМ;Константа;Контролювати залишки при пробитті чеків ККМ;Константа_КонтролироватьОстаткиПриПробитииЧековККМ.md
Константа.КонтролироватьОстаткиПриПроведении;Константа;Контролювати залишки при проведенні;Константа_КонтролироватьОстаткиПриПроведении.md
Константа.КонтрольОстатковСерийНоменклатуры;Константа;Контроль залишків серій номенклатури;Константа_КонтрольОстатковСерийНоменклатуры.md
Константа.КопироватьОбластиДанныхИзЭталонной;Константа;Копіювати області даних з еталонної;Константа_КопироватьОбластиДанныхИзЭталонной.md
Константа.ЛогироватьЗапускиЗаданийОчереди;Константа;Залогувати запуски завдань черги;Константа_ЛогироватьЗапускиЗаданийОчереди.md
Константа.МаксимальнаяДлительностьВыполненияИсполняющегоФоновогоЗадания;Константа;Максимальна тривалість виконання виконуючого фонового завдання;Константа_МаксимальнаяДлительностьВыполненияИсполняющегоФоновогоЗадания.md
Константа.МаксимальноеКоличествоИсполняющихФоновыхЗаданий;Константа;Максимальна кількість виконуючих фонових завдань;Константа_МаксимальноеКоличествоИсполняющихФоновыхЗаданий.md
Константа.МаксимальныйРазмерФайла;Константа;Максимальний розмір файлу;Константа_МаксимальныйРазмерФайла.md
Константа.МаксимальныйРазмерФайлаОбластиДанных;Константа;Максимальний розмір файлу області даних;Константа_МаксимальныйРазмерФайлаОбластиДанных.md
Константа.МинимальныйИнтервалРегламентныхЗаданийДОИОВМоделиСервиса;Константа;Мінімальний інтервал регламентних завдань додаткових звітів і обробок моделі сервісу;Константа_МинимальныйИнтервалРегламентныхЗаданийДОИОВМоделиСервиса.md
Константа.НастройкаПодчиненногоУзлаРИБЗавершена;Константа;Налаштування підлеглого вузла РІБ Завершено;Константа_НастройкаПодчиненногоУзлаРИБЗавершена.md
Константа.НастройкаПроксиСервера;Константа;Налаштування проксі сервера;Константа_НастройкаПроксиСервера.md
Константа.НастройкиВходаПользователей;Константа;Налаштування входу користувачів;Константа_НастройкиВходаПользователей.md
Константа.НастройкиВыгрузкиНоменклатуры;Константа;Налаштування вивантаження номенклатури;Константа_НастройкиВыгрузкиНоменклатуры.md
Константа.НастройкиЗагрузкиКурсовВалют;Константа;Налаштування завантаження курсів валют;Константа_НастройкиЗагрузкиКурсовВалют.md
Константа.НастройкиКолонтитулов;Константа;Налаштування колонтитулів;Константа_НастройкиКолонтитулов.md
Константа.НастройкиКонтроляДублейКонтакты;Константа;Налаштування контролю дублів контакти;Константа_НастройкиКонтроляДублейКонтакты.md
Константа.НастройкиКонтроляДублейКонтрагенты;Константа;Налаштування контролю дублів контрагенти;Константа_НастройкиКонтроляДублейКонтрагенты.md
Константа.НастройкиКонтроляДублейЛиды;Константа;Налаштування контролю дублів ліди;Константа_НастройкиКонтроляДублейЛиды.md
Константа.НастройкиКонтроляДублейНоменклатура;Константа;Налаштування контролю дублів номенклатура;Константа_НастройкиКонтроляДублейНоменклатура.md
Константа.НастройкиПодчиненногоУзлаРИБ;Константа;Налаштування підлеглого вузла РІБ;Константа_НастройкиПодчиненногоУзлаРИБ.md
Константа.НастройкиРасчетаРазмераПриложений;Константа;Налаштування розрахунку розміру додатків;Константа_НастройкиРасчетаРазмераПриложений.md
Константа.НастройкиТелефонии;Константа;Налаштування телефонії;Константа_НастройкиТелефонии.md
Константа.НастройкиЧатботов;Константа;Налаштування чатботів;Константа_НастройкиЧатботов.md
Константа.НациональнаяВалюта;Константа;Національна валюта;Константа_НациональнаяВалюта.md
Константа.НеДополнятьНаименованиеНомеромГТДВНалоговыхДокументах;Константа;Виводити найменування товару без зазначення номеру та дати ВМД;Константа_НеДополнятьНаименованиеНомеромГТДВНалоговыхДокументах.md
Константа.НезависимоеИспользованиеДополнительныхОтчетовИОбработокВМоделиСервиса;Константа;Незалежне використання додаткових звітів і обробок в моделі сервісу;Константа_НезависимоеИспользованиеДополнительныхОтчетовИОбработокВМоделиСервиса.md
Константа.НезависимоеИспользованиеРасширенийВМоделиСервиса;Константа;Незалежне використання розширень в моделі сервісу;Константа_НезависимоеИспользованиеРасширенийВМоделиСервиса.md
Константа.НеИспользоватьНесколькоОрганизаций;Константа;Не використовувати декілька організацій;Константа_НеИспользоватьНесколькоОрганизаций.md
Константа.НеИспользоватьРазделениеПоОбластямДанных;Константа;Не використовувати розподіл по областях даних;Константа_НеИспользоватьРазделениеПоОбластямДанных.md
Константа.НижняяГраницаДиапазонаSKUВесовогоТовара;Константа;Нижня межа діапазону SKU вагового товару;Константа_НижняяГраницаДиапазонаSKUВесовогоТовара.md
Константа.ОбщиеНастройкиТелефонии;Константа;Загальні налаштування телефонії;Константа_ОбщиеНастройкиТелефонии.md
Константа.ОбщиеНастройкиЧатботов;Константа;Загальні налаштування чатботів;Константа_ОбщиеНастройкиЧатботов.md
Константа.ОбязательноЗаполнятьИсточникПривлечения;Константа;Обов`язково заповнювати джерело залучення;Константа_ОбязательноЗаполнятьИсточникПривлечения.md
Константа.ОграничиватьДоступНаУровнеЗаписей;Константа;Обмежувати доступ на рівні записів;Константа_ОграничиватьДоступНаУровнеЗаписей.md
Константа.ОграничиватьДоступНаУровнеЗаписейУниверсально;Константа;Обмежувати доступ на рівні записів універсально;Константа_ОграничиватьДоступНаУровнеЗаписейУниверсально.md
