Имя объекта;Тип объекта;Синоним;Файл
Справочник.ГруппыПлательщиковЕдиногоНалога;Справочник;Групи платників єдиного податку;Справочник_ГруппыПлательщиковЕдиногоНалога.md
Справочник.ГруппыПользователей;Справочник;Групи користувачів;Справочник_ГруппыПользователей.md
Справочник.ДействияРабочегоПроцесса;Справочник;Дії робочого процесу;Справочник_ДействияРабочегоПроцесса.md
Справочник.Делегирование;Справочник;Делегування права підпису;Справочник_Делегирование.md
Справочник.ДисконтныеКарты;Справочник;Дисконтні картки;Справочник_ДисконтныеКарты.md
Справочник.ДоговорКредитаИЗаймаПрисоединенныеФайлы;Справочник;Приєднані файли (Договір кредиту і позики);Справочник_ДоговорКредитаИЗаймаПрисоединенныеФайлы.md
Справочник.ДоговорыКонтрагентов;Справочник;Договори;Справочник_ДоговорыКонтрагентов.md
Справочник.ДоговорыКонтрагентовПрисоединенныеФайлы;Справочник;Приєднані файли (Договори контрагентів);Справочник_ДоговорыКонтрагентовПрисоединенныеФайлы.md
Справочник.Должности;Справочник;Посади;Справочник_Должности.md
Справочник.ДополнительныеОтчетыИОбработки;Справочник;Додаткові звіти та обробки;Справочник_ДополнительныеОтчетыИОбработки.md
Справочник.ДополнительныеРасходыПрисоединенныеФайлы;Справочник;Приєднані файли (Додаткові витрати);Справочник_ДополнительныеРасходыПрисоединенныеФайлы.md
Справочник.ДополнительныеУсловия;Справочник;Додаткові умови;Справочник_ДополнительныеУсловия.md
Справочник.ДрайверыОборудования;Справочник;Драйвери обладнання;Справочник_ДрайверыОборудования.md
Справочник.ЕдиницыИзмерения;Справочник;Од. вим.;Справочник_ЕдиницыИзмерения.md
Справочник.ЗаданиеНаРаботуПрисоединенныеФайлы;Справочник;Приєднані файли (Завдання на роботу);Справочник_ЗаданиеНаРаботуПрисоединенныеФайлы.md
Справочник.ЗадачаСотрудникаПрисоединенныеФайлы;Справочник;Приєднані файли (Завдання);Справочник_ЗадачаСотрудникаПрисоединенныеФайлы.md
Справочник.ЗаказНаПеремещениеПрисоединенныеФайлы;Справочник;Приєднані файли (Замовлення на переміщення);Справочник_ЗаказНаПеремещениеПрисоединенныеФайлы.md
Справочник.ЗаказНаПроизводствоПрисоединенныеФайлы;Справочник;Приєднані файли (Замовлення на виробництво);Справочник_ЗаказНаПроизводствоПрисоединенныеФайлы.md
Справочник.ЗаказПокупателяПрисоединенныеФайлы;Справочник;Приєднані файли (Замовлення покупця);Справочник_ЗаказПокупателяПрисоединенныеФайлы.md
Справочник.ЗаказПоставщикуПрисоединенныеФайлы;Справочник;Приєднані файли (Замовлення постачальникові);Справочник_ЗаказПоставщикуПрисоединенныеФайлы.md
Справочник.ЗаписиКалендаряСотрудника;Справочник;Записи календаря співробітника;Справочник_ЗаписиКалендаряСотрудника.md
Справочник.ЗначенияСвойствОбъектов;Справочник;Додаткові значення;Справочник_ЗначенияСвойствОбъектов.md
Справочник.ЗначенияСвойствОбъектовИерархия;Справочник;Додаткові значення (ієрархія);Справочник_ЗначенияСвойствОбъектовИерархия.md
Справочник.ЗоныТарифыДоставки;Справочник;Зони/тарифи доставки;Справочник_ЗоныТарифыДоставки.md
Справочник.ИдентификаторыОбъектовМетаданных;Справочник;Ідентифікатори об`єктів метаданих;Справочник_ИдентификаторыОбъектовМетаданных.md
Справочник.ИдентификаторыОбъектовРасширений;Справочник;Ідентифікатори об`єктів розширень;Справочник_ИдентификаторыОбъектовРасширений.md
Справочник.ИнвентаризацияЗапасовПрисоединенныеФайлы;Справочник;Приєднані файли (Інвентаризація запасів);Справочник_ИнвентаризацияЗапасовПрисоединенныеФайлы.md
Справочник.ИнтервалыДоставки;Справочник;Інтервали доставки;Справочник_ИнтервалыДоставки.md
Справочник.ИнформационныеСсылкиДляФорм;Справочник;Інформаційні посилання для форм;Справочник_ИнформационныеСсылкиДляФорм.md
Справочник.ИсторияПроверкиИКорректировкиДанных;Справочник;Історія перевірки і коригування даних;Справочник_ИсторияПроверкиИКорректировкиДанных.md
Справочник.ИсторияПроверкиИКорректировкиДанныхПрисоединенныеФайлы;Справочник;Приєднані файли (Історія перевірки і коригування даних);Справочник_ИсторияПроверкиИКорректировкиДанныхПрисоединенныеФайлы.md
Справочник.ИсточникиПривлеченияПокупателей;Справочник;Джерела залучення;Справочник_ИсточникиПривлеченияПокупателей.md
Справочник.Календари;Справочник;Графіки роботи;Справочник_Календари.md
Справочник.КалендариСотрудников;Справочник;Календарі співробітників;Справочник_КалендариСотрудников.md
Справочник.Кассы;Справочник;Каси;Справочник_Кассы.md
Справочник.КассыККМ;Справочник;Каси ККМ;Справочник_КассыККМ.md
Справочник.КатегорииДоговоров;Справочник;Категорії договорів;Справочник_КатегорииДоговоров.md
Справочник.КатегорииНоменклатуры;Справочник;Категорії номенклатури;Справочник_КатегорииНоменклатуры.md
Справочник.КлассификаторЕдиницИзмерения;Справочник;Класифікатор одиниць виміру;Справочник_КлассификаторЕдиницИзмерения.md
Справочник.КлассификаторКОАТУУ;Справочник;Класифікатор КОАТУУ;Справочник_КлассификаторКОАТУУ.md
Справочник.КлассификаторКонтактов;Справочник;Класифікатор контактів;Справочник_КлассификаторКонтактов.md
Справочник.КлассификаторУКТВЭД;Справочник;Класифікатор кодів для ПН;Справочник_КлассификаторУКТВЭД.md
Справочник.КлючевыеОперации;Справочник;Ключові операції;Справочник_КлючевыеОперации.md
Справочник.КлючевыеРесурсы;Справочник;Ресурси;Справочник_КлючевыеРесурсы.md
Справочник.КлючевыеРесурсыПрисоединенныеФайлы;Справочник;Ключові ресурси приєднані файли;Справочник_КлючевыеРесурсыПрисоединенныеФайлы.md
Справочник.КлючиДоступа;Справочник;Ключі доступу;Справочник_КлючиДоступа.md
Справочник.КлючиИнтеграцийСИнтернетМагазином;Справочник;Ключі інтеграцій з інтернет магазином;Справочник_КлючиИнтеграцийСИнтернетМагазином.md
Справочник.КолонкиКалендарейСотрудников;Справочник;Стовпчики;Справочник_КолонкиКалендарейСотрудников.md
Справочник.Комиссии;Справочник;Комісії;Справочник_Комиссии.md
Справочник.КомплектацииНоменклатуры;Справочник;Комплектації;Справочник_КомплектацииНоменклатуры.md
Справочник.КонтактныеЛица;Справочник;Контакти;Справочник_КонтактныеЛица.md
Справочник.КонтактныеЛицаПрисоединенныеФайлы;Справочник;Приєднані файли (Контактні особи);Справочник_КонтактныеЛицаПрисоединенныеФайлы.md
Справочник.КонтактныеФормыGoogle;Справочник;Контактні форми;Справочник_КонтактныеФормыGoogle.md
Справочник.КонтактыЛидов;Справочник;Контакти лідів;Справочник_КонтактыЛидов.md
Справочник.Контрагенты;Справочник;Контрагенти;Справочник_Контрагенты.md
Справочник.КонтрагентыПрисоединенныеФайлы;Справочник;Приєднані файли (Контрагенти);Справочник_КонтрагентыПрисоединенныеФайлы.md
Справочник.КорректировкаПоступленияПрисоединенныеФайлы;Справочник;Приєднані файли (Коригування надходження);Справочник_КорректировкаПоступленияПрисоединенныеФайлы.md
Справочник.КорректировкаРеализацииПрисоединенныеФайлы;Справочник;Приєднані файли (Коригування реалізації);Справочник_КорректировкаРеализацииПрисоединенныеФайлы.md
Справочник.Лиды;Справочник;Ліди;Справочник_Лиды.md
Справочник.ЛидыПрисоединенныеФайлы;Справочник;Приєднані файли (Ліди);Справочник_ЛидыПрисоединенныеФайлы.md
Справочник.ЛицензииПоставщиковАлкогольнойПродукции;Справочник;Ліцензії постачальників алкогольної продукції;Справочник_ЛицензииПоставщиковАлкогольнойПродукции.md
Справочник.ЛицензионныеКарточкиТранспортныхСредств;Справочник;Ліцензійні картки транспортних засобів;Справочник_ЛицензионныеКарточкиТранспортныхСредств.md
Справочник.ЛьготыПоНДФЛ;Справочник;Пільги з ПДФО;Справочник_ЛьготыПоНДФЛ.md
Справочник.МакетыПечатныхФорм;Справочник;Макети друкованих форм;Справочник_МакетыПечатныхФорм.md
Справочник.МассоваяРассылкаПрисоединенныеФайлы;Справочник;Приєднані файли (Масове розсилання);Справочник_МассоваяРассылкаПрисоединенныеФайлы.md
Справочник.НаборыГруппДоступа;Справочник;Набори груп доступу;Справочник_НаборыГруппДоступа.md
Справочник.НаборыДополнительныхРеквизитовИСведений;Справочник;Набори додаткових реквізитів і відомостей;Справочник_НаборыДополнительныхРеквизитовИСведений.md
Справочник.НаборыЕдиницИзмерения;Справочник;Набори одиниць виміру;Справочник_НаборыЕдиницИзмерения.md
Справочник.НалоговыеИнспекции;Справочник;Податкові інспекції;Справочник_НалоговыеИнспекции.md
Справочник.НаправленияДеятельности;Справочник;Напрямки діяльності;Справочник_НаправленияДеятельности.md
Справочник.НастройкиАвторизацииИнтернетСервисов;Справочник;Налаштування авторизації Інтернет-сервісів;Справочник_НастройкиАвторизацииИнтернетСервисов.md
Справочник.НастройкиИнтеграцииСИнтернетМагазином;Справочник;Налаштування інтеграції з інтернет-магазином;Справочник_НастройкиИнтеграцииСИнтернетМагазином.md
Справочник.НастройкиНумерацииДоговоровКонтрагентов;Справочник;Налаштування нумерації договорів контрагентів;Справочник_НастройкиНумерацииДоговоровКонтрагентов.md
Справочник.НастройкиРабочегоМестаКассира;Справочник;Налаштування універсального робочого місця касира;Справочник_НастройкиРабочегоМестаКассира.md
Справочник.НастройкиРассылкиСостояниеКомпании;Справочник;Налаштування розсилки Стан компанії;Справочник_НастройкиРассылкиСостояниеКомпании.md
Справочник.НастройкиРМК;Справочник;Налаштування робочого місця касира;Справочник_НастройкиРМК.md
Справочник.Номенклатура;Справочник;Номенклатура;Справочник_Номенклатура.md
Справочник.НоменклатураГТД;Справочник;Коди номенклатури для ПН;Справочник_НоменклатураГТД.md
Справочник.НоменклатураПрисоединенныеФайлы;Справочник;Приєднані файли (Номенклатура);Справочник_НоменклатураПрисоединенныеФайлы.md
Справочник.НомераГТД;Справочник;Номера ВМД;Справочник_НомераГТД.md
Справочник.НСИСДополнительныеФайлы;Справочник;Додаткові файли RDI;Справочник_НСИСДополнительныеФайлы.md
Справочник.ОбработчикиОчередиЗаданий;Справочник;Обробники черги завдань;Справочник_ОбработчикиОчередиЗаданий.md
Справочник.ОбщиеВнешниеКомпоненты;Справочник;Загальні зовнішні компоненти;Справочник_ОбщиеВнешниеКомпоненты.md
Справочник.ОбщиеДанныеИнформационногоЦентра;Справочник;Загальні дані інформаційного центру;Справочник_ОбщиеДанныеИнформационногоЦентра.md
Справочник.ОповещенияПользователей;Справочник;Сповіщення користувачів;Справочник_ОповещенияПользователей.md
Справочник.Организации;Справочник;Організації;Справочник_Организации.md
Справочник.ОрганизацииПрисоединенныеФайлы;Справочник;Приєднані файли (Організації);Справочник_ОрганизацииПрисоединенныеФайлы.md
Справочник.ОтчетКомиссионераОСписанииПрисоединенныеФайлы;Справочник;Приєднані файли (Звіт комісіонера про списання);Справочник_ОтчетКомиссионераОСписанииПрисоединенныеФайлы.md
Справочник.ОтчетКомиссионераПрисоединенныеФайлы;Справочник;Приєднані файли (Звіт комісіонера);Справочник_ОтчетКомиссионераПрисоединенныеФайлы.md
Справочник.ОтчетОРозничныхПродажахПрисоединенныеФайлы;Справочник;Приєднані файли (Звіт про роздрібні продажі);Справочник_ОтчетОРозничныхПродажахПрисоединенныеФайлы.md
Справочник.ОчередьЗаданий;Справочник;Черга завдань;Справочник_ОчередьЗаданий.md
Справочник.ПапкиФайлов;Справочник;Теки;Справочник_ПапкиФайлов.md
Справочник.ПараметрыРасчетов;Справочник;Параметри розрахунків;Справочник_ПараметрыРасчетов.md
Справочник.ПараметрыРасчетовДоставки;Справочник;Параметри розрахунків доставки;Справочник_ПараметрыРасчетовДоставки.md
Справочник.ПартииНоменклатуры;Справочник;Партії номенклатури;Справочник_ПартииНоменклатуры.md
Справочник.ПартииНоменклатурыПрисоединенныеФайлы;Справочник;Приєднані файли (Партії номенклатури);Справочник_ПартииНоменклатурыПрисоединенныеФайлы.md
Справочник.ПеремещениеЗапасовПрисоединенныеФайлы;Справочник;Приєднані файли (Переміщення запасів);Справочник_ПеремещениеЗапасовПрисоединенныеФайлы.md
Справочник.ПересортицаЗапасовПрисоединенныеФайлы;Справочник;Приєднані файли (Пересортиця запасів);Справочник_ПересортицаЗапасовПрисоединенныеФайлы.md
Справочник.ПлатежноеПоручениеПрисоединенныеФайлы;Справочник;Приєднані файли (Платіжне доручення);Справочник_ПлатежноеПоручениеПрисоединенныеФайлы.md
Справочник.ПодключаемоеОборудование;Справочник;Торгове обладнання;Справочник_ПодключаемоеОборудование.md
Справочник.Подписи;Справочник;Підписи;Справочник_Подписи.md
Справочник.ПодписиПисем;Справочник;Підписи листів;Справочник_ПодписиПисем.md
Справочник.ПоказателиБизнеса;Справочник;Показники бізнесу;Справочник_ПоказателиБизнеса.md
Справочник.ПолитикаУчетаСерий;Справочник;Політика обліку серій;Справочник_ПолитикаУчетаСерий.md
Справочник.ПолныеПутиКФормам;Справочник;Повні шляхи до форм;Справочник_ПолныеПутиКФормам.md
Справочник.Пользователи;Справочник;Користувачі;Справочник_Пользователи.md
Справочник.ПользовательскиеНастройкиОтчетов;Справочник;Користувацькі налаштування звітів;Справочник_ПользовательскиеНастройкиОтчетов.md
Справочник.ПоставляемыеДанные;Справочник;Дані, що поставляються;Справочник_ПоставляемыеДанные.md
Справочник.ПоставляемыеДополнительныеОтчетыИОбработки;Справочник;Додаткові звіти і обробки, які поставляються;Справочник_ПоставляемыеДополнительныеОтчетыИОбработки.md
Справочник.ПоставляемыеРасширения;Справочник;Розширення, що поставляються;Справочник_ПоставляемыеРасширения.md
Справочник.ПоставщикиУслугСервиса;Справочник;Постачальники послуг сервісу;Справочник_ПоставщикиУслугСервиса.md
Справочник.ПоступлениеНаСчетПрисоединенныеФайлы;Справочник;Приєднані файли (Надходження на рахунок);Справочник_ПоступлениеНаСчетПрисоединенныеФайлы.md
Справочник.ПравилаОбменаСПодключаемымОборудованиемOffline;Справочник;Правила обміну з торговим обладнанням offline;Справочник_ПравилаОбменаСПодключаемымОборудованиемOffline.md
Справочник.ПравилаРабочегоПроцесса;Справочник;Правила робочого процесу;Справочник_ПравилаРабочегоПроцесса.md
Справочник.ПравилаРасчетаПремийПоЛичнымПродажам;Справочник;Правила розрахунку премій;Справочник_ПравилаРасчетаПремийПоЛичнымПродажам.md
Справочник.ПрайсЛисты;Справочник;Прайс-листи;Справочник_ПрайсЛисты.md
Справочник.ПрайсЛистыКонтрагентов;Справочник;Прайс-листи контрагентів;Справочник_ПрайсЛистыКонтрагентов.md
Справочник.ПрайсЛистыКонтрагентовПрисоединенныеФайлы;Справочник;Приєднані файли (Прайс-листи контрагентів);Справочник_ПрайсЛистыКонтрагентовПрисоединенныеФайлы.md
Справочник.ПрайсЛистыПрисоединенныеФайлы;Справочник;Приєднані файли (Прайс-листи);Справочник_ПрайсЛистыПрисоединенныеФайлы.md
Справочник.ПредопределенныеВариантыОтчетов;Справочник;Напередвизначені варіанти звітів;Справочник_ПредопределенныеВариантыОтчетов.md
Справочник.ПредопределенныеВариантыОтчетовРасширений;Справочник;Напередвизначені варіанти звітів розширень;Справочник_ПредопределенныеВариантыОтчетовРасширений.md
Справочник.ПриемИПередачаВРемонтПрисоединенныеФайлы;Справочник;Приєднані файли (Прийом і передача в ремонт);Справочник_ПриемИПередачаВРемонтПрисоединенныеФайлы.md
Справочник.ПриходнаяНакладнаяПрисоединенныеФайлы;Справочник;Приєднані файли (Прибуткова накладна);Справочник_ПриходнаяНакладнаяПрисоединенныеФайлы.md
Справочник.ПричиныНеуспешногоЗавершенияРаботыСЛидом;Справочник;Причини завершення роботи з лідом;Справочник_ПричиныНеуспешногоЗавершенияРаботыСЛидом.md
Справочник.ПричиныОтменыЗаказа;Справочник;Причини скасування замовлення;Справочник_ПричиныОтменыЗаказа.md
Справочник.Проекты;Справочник;Проекти;Справочник_Проекты.md
Справочник.ПроектыПрисоединенныеФайлы;Справочник;Приєднані файли (Проекти);Справочник_ПроектыПрисоединенныеФайлы.md
Справочник.ПроизводственныеКалендари;Справочник;Виробничі календарі;Справочник_ПроизводственныеКалендари.md
Справочник.ПрофилиГруппДоступа;Справочник;Профілі груп доступу;Справочник_ПрофилиГруппДоступа.md
Справочник.ПрофилиКлючевыхОпераций;Справочник;Профілі ключових операцій;Справочник_ПрофилиКлючевыхОпераций.md
Справочник.ПунктыВыдачиЗаказа;Справочник;Пункти видачі замовлення;Справочник_ПунктыВыдачиЗаказа.md
Справочник.РабочиеМеста;Справочник;Робочі місця;Справочник_РабочиеМеста.md
Справочник.РабочиеСменыСтруктурныхЕдиниц;Справочник;Робочі зміни;Справочник_РабочиеСменыСтруктурныхЕдиниц.md
Справочник.РассылкиОтчетов;Справочник;Розсилання звітів;Справочник_РассылкиОтчетов.md
Справочник.РасходДСПланПрисоединенныеФайлы;Справочник;Приєднані файли (Заявка на витрату коштів);Справочник_РасходДСПланПрисоединенныеФайлы.md
Справочник.РасходИзКассыПрисоединенныеФайлы;Справочник;Приєднані файли (Витрата з каси);Справочник_РасходИзКассыПрисоединенныеФайлы.md
Справочник.РасходнаяНакладнаяПрисоединенныеФайлы;Справочник;Приєднані файли (Видаткова накладна);Справочник_РасходнаяНакладнаяПрисоединенныеФайлы.md
Справочник.РасходСоСчетаПрисоединенныеФайлы;Справочник;Приєднані файли (Витрата з рахунку);Справочник_РасходСоСчетаПрисоединенныеФайлы.md
Справочник.РегламентированныеОтчеты;Справочник;Регламентовані звіти;Справочник_РегламентированныеОтчеты.md
Справочник.РегламентированныйОтчетПрисоединенныеФайлы;Справочник;Приєднані файли (Регламентований звіт);Справочник_РегламентированныйОтчетПрисоединенныеФайлы.md
Справочник.РолиКонтактныхЛиц;Справочник;Ролі контактних осіб;Справочник_РолиКонтактныхЛиц.md
Справочник.СборкаЗапасовПрисоединенныеФайлы;Справочник;Приєднані файли (Виробництво);Справочник_СборкаЗапасовПрисоединенныеФайлы.md
Справочник.СверкаВзаиморасчетовПрисоединенныеФайлы;Справочник;Приєднані файли (Звірка взаєморозрахунків);Справочник_СверкаВзаиморасчетовПрисоединенныеФайлы.md
Справочник.СдельныйНарядПрисоединенныеФайлы;Справочник;Приєднані файли (Відрядний наряд);Справочник_СдельныйНарядПрисоединенныеФайлы.md
Справочник.СегментыКонтрагентов;Справочник;Сегменти контрагентів;Справочник_СегментыКонтрагентов.md
Справочник.СегментыНоменклатуры;Справочник;Сегменти номенклатури;Справочник_СегментыНоменклатуры.md
Справочник.СерииНоменклатуры;Справочник;Серії номенклатури;Справочник_СерииНоменклатуры.md
Справочник.СкладыСлужбДоставки;Справочник;Склади служб доставки;Справочник_СкладыСлужбДоставки.md
Справочник.СлужбыДоставки;Справочник;Служби доставки;Справочник_СлужбыДоставки.md
Справочник.СобытиеПрисоединенныеФайлы;Справочник;Приєднані файли (Подія);Справочник_СобытиеПрисоединенныеФайлы.md
Справочник.СообщенияОбластейДанных;Справочник;Повідомлення областей даних;Справочник_СообщенияОбластейДанных.md
Справочник.СообщенияОбсуждений;Справочник;Повідомлення обговорень;Справочник_СообщенияОбсуждений.md
Справочник.СообщенияСистемы;Справочник;Повідомлення системи;Справочник_СообщенияСистемы.md
Справочник.СоответствиеПолейЗагрузкиДанныхИзВнешнегоИсточника;Справочник;Відповідність полів завантаження даних із зовнішнього джерела;Справочник_СоответствиеПолейЗагрузкиДанныхИзВнешнегоИсточника.md
Справочник.СоответствияНазначенийПлатежаИРеквизитовПлатежа;Справочник;Відповідності призначень платежу й реквізитів платежу;Справочник_СоответствияНазначенийПлатежаИРеквизитовПлатежа.md
Справочник.СостоянияЗаказНарядов;Справочник;Стан замовлень-нарядів;Справочник_СостоянияЗаказНарядов.md
Справочник.СостоянияЗаказовНаПеремещение;Справочник;Стани замовлень на переміщення;Справочник_СостоянияЗаказовНаПеремещение.md
Справочник.СостоянияЗаказовНаПроизводство;Справочник;Стан замовлень на виробництво;Справочник_СостоянияЗаказовНаПроизводство.md
Справочник.СостоянияЗаказовПокупателей;Справочник;Стан замовлень покупців;Справочник_СостоянияЗаказовПокупателей.md
Справочник.СостоянияЗаказовПоставщикам;Справочник;Стан замовлень постачальникам;Справочник_СостоянияЗаказовПоставщикам.md
Справочник.СостоянияЛидов;Справочник;Стани лідів;Справочник_СостоянияЛидов.md
Справочник.СостоянияОригиналовПервичныхДокументов;Справочник;Стани оригіналів первинних документів;Справочник_СостоянияОригиналовПервичныхДокументов.md
Справочник.СостоянияСобытий;Справочник;Стан подій і завдань;Справочник_СостоянияСобытий.md
Справочник.Сотрудники;Справочник;Співробітники;Справочник_Сотрудники.md
Справочник.Спецификации;Справочник;Специфікації;Справочник_Спецификации.md
Справочник.СпецификацииПрисоединенныеФайлы;Справочник;Приєднані файли (Специфікації);Справочник_СпецификацииПрисоединенныеФайлы.md
Справочник.СпособыОплаты;Справочник;Способи оплати;Справочник_СпособыОплаты.md
Справочник.СтавкиНДС;Справочник;Ставки ПДВ;Справочник_СтавкиНДС.md
Справочник.СтатьиДвиженияДенежныхСредств;Справочник;Стаття руху грошових коштів;Справочник_СтатьиДвиженияДенежныхСредств.md
Справочник.СтатьиНалоговыхДеклараций;Справочник;Статті податкових декларацій;Справочник_СтатьиНалоговыхДеклараций.md
Справочник.СтраныМира;Справочник;Країни світу;Справочник_СтраныМира.md
Справочник.СтруктурныеЕдиницы;Справочник;Структурні одиниці;Справочник_СтруктурныеЕдиницы.md
Справочник.СценарииОбменовДанными;Справочник;Сценарії синхронізації даних;Справочник_СценарииОбменовДанными.md
Справочник.СценарииПланирования;Справочник;Сценарії планування;Справочник_СценарииПланирования.md
Справочник.СчетНаОплатуПоставщикаПрисоединенныеФайлы;Справочник;Приєднані файли (Рахунок на оплату постачальника);Справочник_СчетНаОплатуПоставщикаПрисоединенныеФайлы.md
Справочник.СчетНаОплатуПрисоединенныеФайлы;Справочник;Приєднані файли (Рахунок на оплату);Справочник_СчетНаОплатуПрисоединенныеФайлы.md
Справочник.ТарифныеПланыДоговоровОбслуживания;Справочник;Тарифні плани договорів обслуговування;Справочник_ТарифныеПланыДоговоровОбслуживания.md
Справочник.Теги;Справочник;Теги;Справочник_Теги.md
Справочник.ТегиЗадач;Справочник;Теги завдань;Справочник_ТегиЗадач.md
Справочник.ТегиОтчетов;Справочник;Теги звітів;Справочник_ТегиОтчетов.md
Справочник.ТемыСобытий;Справочник;Теми подій (шаблони);Справочник_ТемыСобытий.md
Справочник.ТипыИнформацииИнформационногоЦентра;Справочник;Типи інформації інформаційного центру;Справочник_ТипыИнформацииИнформационногоЦентра.md
Справочник.ТомаХраненияФайлов;Справочник;Томи зберігання файлів;Справочник_ТомаХраненияФайлов.md
Справочник.ТранспортныеСредства;Справочник;Транспортні засоби;Справочник_ТранспортныеСредства.md
Справочник.УдалитьБланкиДоговоров;Справочник;(не використовується) Бланки договорів;Справочник_УдалитьБланкиДоговоров.md
Справочник.УдалитьОчередьЗаданий;Справочник;Черга завдань (не використовується);Справочник_УдалитьОчередьЗаданий.md
Справочник.УдалитьПапкиФайловПрисоединенныеУдалитьФайлы;Справочник;(не використовується) Приєднані файли (ТекиФайлів);Справочник_УдалитьПапкиФайловПрисоединенныеУдалитьФайлы.md
